 


Daily Averaged Summary
CHAMPAIGN WILLARD AP (IL)
WBAN ID: 94870
Lat/Lon/Elev: 40.0397/-88.2778/754ft.
 
Date,Max Hourly Temp (F),Min Hourly Temp (F),Max Wind Speed (mph),Total Precip (in),
2016-08-21,75,57,13,0.00,
2016-08-22,76,55,7,0.00,
2016-08-23,78,57,14,M,
2016-08-24,86,70,20,M,
2016-08-25,84,66,10,M,
2016-08-26,85,69,9,M,
2016-08-27,84,70,20,M,
2016-08-28,89,69,11,M,
2016-08-29,87,69,8,0.00,
2016-08-30,84,70,13,0.00,
2016-08-31,83,61,18,M,
2016-09-01,77,60,16,0.00,
2016-09-02,76,59,15,0.00,
2016-09-03,79,57,11,0.00,
2016-09-04,82,57,10,0.00,
2016-09-05,88,64,14,0.00,
2016-09-06,90,70,15,0.00,
2016-09-07,89,72,20,0.00,
2016-09-08,79,67,15,M,
2016-09-09,78,66,14,M,
2016-09-10,76,55,21,M,
2016-09-11,76,51,9,0.00,
2016-09-12,79,53,13,0.00,
2016-09-13,86,58,10,0.00,
2016-09-14,81,66,14,M,
2016-09-15,83,63,10,0.00,
2016-09-16,76,65,13,M,
2016-09-17,81,63,13,M,
2016-09-18,83,60,6,0.00,
2016-09-19,87,56,11,0.00,
2016-09-20,91,61,7,0.00,
2016-09-21,90,62,13,0.00,
2016-09-22,91,60,13,0.00,
2016-09-23,91,63,10,0.00,
2016-09-24,89,66,10,0.00,
2016-09-25,91,65,20,M,
2016-09-26,74,50,18,0.24,
2016-09-27,77,49,17,0.00,
2016-09-28,61,54,20,M,
2016-09-29,72,55,17,M,
2016-09-30,68,60,15,M,
2016-10-01,70,57,8,M,
2016-10-02,71,55,13,M,
2016-10-03,75,56,8,0.00,
2016-10-04,82,57,15,0.00,
2016-10-05,84,63,17,0.00,
2016-10-06,86,63,15,0.00,
2016-10-07,75,46,18,0.00,
2016-10-08,68,43,11,0.00,
2016-10-09,77,45,10,0.00,
2016-10-10,78,46,8,0.00,
2016-10-11,79,51,16,0.02,
2016-10-12,74,50,22,0.24,
2016-10-13,61,42,14,M,
2016-10-14,70,43,15,0.00,
2016-10-15,77,59,21,M,
2016-10-16,71,64,18,0.36,
2016-10-17,86,66,30,0.00,
2016-10-18,81,60,23,M,
2016-10-19,69,53,17,0.26,
2016-10-20,61,48,20,M,
2016-10-21,57,36,15,M,
2016-10-22,62,33,16,0.00,
2016-10-23,76,44,23,0.00,
2016-10-24,64,43,14,0.00,
2016-10-25,62,41,15,0.05,
2016-10-26,67,48,17,M,
2016-10-27,53,43,18,M,
2016-10-28,68,41,18,0.00,
2016-10-29,81,62,22,0.00,
2016-10-30,65,47,17,0.00,
2016-10-31,68,43,15,0.00,
2016-11-01,80,60,21,0.00,
2016-11-02,78,61,16,0.31,
2016-11-03,66,50,14,M,
2016-11-04,63,43,13,0.00,
2016-11-05,63,40,8,0.00,
2016-11-06,67,43,11,0.00,
2016-11-07,69,40,10,0.00,
2016-11-08,58,40,22,M,
2016-11-09,57,38,11,0.00,
2016-11-10,60,34,22,0.00,
2016-11-11,57,35,21,0.00,
2016-11-12,52,30,8,0.00,
2016-11-13,57,28,14,0.00,
2016-11-14,63,36,16,0.00,
2016-11-15,59,37,11,M,
2016-11-16,64,37,11,0.00,
2016-11-17,74,42,22,0.00,
2016-11-18,70,40,29,M,
2016-11-19,40,28,32,M,
2016-11-20,37,22,13,0.00,
2016-11-21,42,22,8,0.00,
2016-11-22,47,30,20,0.26,
2016-11-23,48,39,18,M,
2016-11-24,43,38,16,M,
2016-11-25,41,38,13,0.00,
2016-11-26,48,32,15,M,
2016-11-27,44,33,24,M,
2016-11-28,52,43,26,M,
2016-11-29,58,44,22,0.00,
2016-11-30,43,33,21,0.00,
2016-12-01,39,36,20,M,
2016-12-02,41,36,15,0.00,
2016-12-03,38,32,11,M,
2016-12-04,36,32,15,M,
2016-12-05,39,33,13,0.00,
2016-12-06,38,30,18,M,
2016-12-07,34,24,18,0.00,
2016-12-08,23,20,25,0.00,
2016-12-09,27,21,14,M,
2016-12-10,28,22,18,M,
2016-12-11,37,28,18,M,
2016-12-12,34,25,23,M,
2016-12-13,29,6,17,M,
2016-12-14,25,5,25,0.00,
2016-12-15,15,5,20,0.00,
2016-12-16,28,15,23,0.02,
2016-12-17,32,19,29,M,
2016-12-18,17,-2,31,M,
2016-12-19,19,-2,22,0.00,
2016-12-20,33,14,34,0.00,
2016-12-21,41,19,18,0.00,
2016-12-22,41,29,15,M,
2016-12-23,37,31,20,M,
2016-12-24,43,36,10,M,
2016-12-25,51,35,21,M,
2016-12-26,59,32,24,M,
2016-12-27,38,26,21,0.00,
2016-12-28,43,27,21,0.00,
2016-12-29,41,32,31,0.00,
2016-12-30,37,24,25,0.00,
2016-12-31,48,23,24,0.00,
2017-01-01,41,19,13,0.00,
2017-01-02,48,34,13,M,
2017-01-03,46,23,29,M,
2017-01-04,21,15,24,0.00,
2017-01-05,16,8,15,M,
2017-01-06,10,-4,14,0.00,
2017-01-07,20,-4,17,0.00,
2017-01-08,20,-1,22,0.00,
2017-01-09,37,20,28,M,
2017-01-10,55,29,40,M,
2017-01-11,60,24,31,M,
2017-01-12,45,22,17,M,
2017-01-13,31,20,17,0.00,
2017-01-14,32,29,10,M,
2017-01-15,34,29,9,0.00,
2017-01-16,54,33,22,M,
2017-01-17,55,36,21,M,
2017-01-18,40,33,16,M,
2017-01-19,45,32,17,M,
2017-01-20,53,43,15,M,
2017-01-21,63,47,21,0.00,
2017-01-22,53,41,23,M,
2017-01-23,41,37,21,M,
2017-01-24,41,35,18,0.00,
2017-01-25,52,35,30,M,
2017-01-26,35,30,25,M,
2017-01-27,30,25,21,M,
2017-01-28,36,24,22,M,
2017-01-29,30,21,21,M,
2017-01-30,39,11,22,0.00,
2017-01-31,44,33,25,M,
2017-02-01,41,27,17,M,
2017-02-02,29,19,18,0.00,
2017-02-03,30,16,15,0.00,
2017-02-04,35,11,23,0.00,
2017-02-05,46,27,16,0.00,
2017-02-06,50,26,14,M,
2017-02-07,61,32,28,M,
2017-02-08,34,16,18,M,
2017-02-09,19,6,18,0.00,
2017-02-10,49,16,24,0.00,
2017-02-11,66,39,14,M,
2017-02-12,51,31,30,M,
2017-02-13,46,23,11,0.00,
2017-02-14,52,30,17,0.00,
2017-02-15,43,26,20,0.00,
2017-02-16,51,23,20,0.00,
2017-02-17,69,38,21,0.00,
2017-02-18,68,43,20,M,
2017-02-19,67,45,14,M,
2017-02-20,72,44,24,0.00,
2017-02-21,62,52,9,0.03,
2017-02-22,70,45,17,M,
2017-02-23,61,45,13,M,
2017-02-24,68,39,30,M,
2017-02-25,35,19,30,M,
2017-02-26,49,17,26,0.00,
2017-02-27,58,33,18,0.02,
2017-02-28,64,47,25,M,
2017-03-01,55,33,36,M,
2017-03-02,39,27,23,0.00,
2017-03-03,38,20,13,0.00,
2017-03-04,57,31,21,0.00,
2017-03-05,64,33,32,0.00,
2017-03-06,62,51,31,M,
2017-03-07,63,38,34,M,
2017-03-08,59,34,32,0.00,
2017-03-09,57,33,21,0.00,
2017-03-10,39,29,22,0.00,
2017-03-11,35,25,11,0.00,
2017-03-12,38,20,14,0.00,
2017-03-13,33,24,15,M,
2017-03-14,27,15,18,0.00,
2017-03-15,29,12,15,0.00,
2017-03-16,45,17,16,M,
2017-03-17,56,37,16,M,
2017-03-18,43,35,21,M,
2017-03-19,56,28,16,0.00,
2017-03-20,69,45,22,0.07,
2017-03-21,56,34,17,0.00,
2017-03-22,44,28,21,0.00,
2017-03-23,50,29,21,0.00,
2017-03-24,77,50,33,0.00,
2017-03-25,69,55,23,0.03,
2017-03-26,62,46,20,M,
2017-03-27,63,42,15,M,
2017-03-28,58,44,15,M,
2017-03-29,58,45,25,M,
2017-03-30,66,49,M,M,
2017-03-31,51,38,M,M,
2017-04-01,57,35,14,M,
2017-04-02,65,42,17,M,
2017-04-03,66,51,18,M,
2017-04-04,57,49,21,M,
2017-04-05,52,40,26,M,
2017-04-06,51,38,31,M,
2017-04-07,56,32,20,0.00,
2017-04-08,69,34,24,0.00,
2017-04-09,76,53,31,0.00,
2017-04-10,69,54,22,M,
2017-04-11,57,43,14,M,
2017-04-12,68,38,9,0.00,
2017-04-13,80,45,17,0.00,
2017-04-14,84,51,20,M,
2017-04-15,82,61,29,0.00,
2017-04-16,68,53,20,M,
2017-04-17,71,53,13,0.00,
2017-04-18,78,44,22,0.00,
2017-04-19,82,61,16,0.00,
2017-04-20,81,51,28,M,
2017-04-21,57,46,21,0.00,
2017-04-22,62,43,23,0.00,
2017-04-23,73,37,16,0.00,
2017-04-24,79,47,16,0.00,
2017-04-25,81,47,28,0.00,
2017-04-26,80,60,29,0.69,
2017-04-27,59,46,26,M,
2017-04-28,56,47,18,M,
2017-04-29,60,48,28,M,
2017-04-30,69,55,31,M,
2017-05-01,61,45,30,0.01,
2017-05-02,58,43,30,M,
2017-05-03,50,40,14,0.35,
2017-05-04,47,45,28,M,
2017-05-05,62,42,30,0.00,
2017-05-06,61,45,20,0.13,
2017-05-07,64,40,16,0.00,
2017-05-08,67,40,13,0.00,
2017-05-09,82,50,15,0.00,
2017-05-10,84,55,22,0.47,
2017-05-11,65,55,15,M,
2017-05-12,71,50,16,0.00,
2017-05-13,80,49,16,0.00,
2017-05-14,85,56,22,0.00,
2017-05-15,89,59,18,0.00,
2017-05-16,88,61,28,0.00,
2017-05-17,85,69,37,0.00,
2017-05-18,90,63,28,M,
2017-05-19,61,51,21,M,
2017-05-20,77,53,25,M,
2017-05-21,66,50,22,M,
2017-05-22,73,48,20,0.00,
2017-05-23,70,57,14,0.21,
2017-05-24,61,57,17,M,
2017-05-25,67,54,20,0.00,
2017-05-26,81,54,18,0.14,
2017-05-27,74,62,11,M,
2017-05-28,79,62,23,M,
2017-05-29,84,59,23,0.00,
2017-05-30,78,55,21,M,
2017-05-31,79,57,20,M,
2017-06-01,82,53,9,0.00,
2017-06-02,86,56,11,0.00,
2017-06-03,90,64,15,0.00,
2017-06-04,89,71,20,0.00,
2017-06-05,92,62,23,0.00,
2017-06-06,80,54,18,0.00,
2017-06-07,78,57,21,0.00,
2017-06-08,82,53,8,0.00,
2017-06-09,87,61,20,0.00,
2017-06-10,89,64,26,0.00,
2017-06-11,92,66,23,0.00,
2017-06-12,95,70,20,0.00,
2017-06-13,95,72,16,0.00,
2017-06-14,95,70,29,M,
2017-06-15,87,68,15,M,
2017-06-16,89,67,15,0.01,
2017-06-17,87,71,20,0.03,
2017-06-18,81,64,21,M,
2017-06-19,81,59,21,0.01,
2017-06-20,87,56,16,0.18,
2017-06-21,85,64,11,0.00,
2017-06-22,85,71,20,M,
2017-06-23,80,61,18,M,
2017-06-24,76,56,17,0.00,
2017-06-25,76,53,17,0.00,
2017-06-26,M,M,M,0.00,
2017-06-27,76,48,8,0.00,
2017-06-28,83,55,22,0.00,
2017-06-29,89,70,23,M,
2017-06-30,84,68,16,M,
2017-07-01,84,66,15,0.00,
2017-07-02,88,59,11,0.00,
2017-07-03,90,67,8,0.00,
2017-07-04,88,66,11,0.00,
2017-07-05,85,70,9,0.00,
2017-07-06,88,70,13,M,
2017-07-07,92,68,22,M,
2017-07-08,82,60,15,0.00,
2017-07-09,87,58,11,0.00,
2017-07-10,89,70,22,M,
2017-07-11,84,70,23,M,
2017-07-12,89,69,15,0.00,
2017-07-13,83,73,10,M,
2017-07-14,80,64,13,0.00,
2017-07-15,78,58,7,0.00,
2017-07-16,87,60,14,M,
2017-07-17,84,64,13,0.00,
2017-07-18,87,62,7,0.00,
2017-07-19,90,70,8,0.62,
2017-07-20,M,M,18,0.04,
2017-07-21,92,73,17,M,
2017-07-22,88,70,15,0.16,
2017-07-23,88,68,18,M,
2017-07-24,82,64,11,M,
2017-07-25,82,61,10,0.00,
2017-07-26,88,62,8,0.57,
2017-07-27,82,69,14,M,
2017-07-28,82,66,15,M,
2017-07-29,78,61,13,0.00,
2017-07-30,82,62,8,0.00,
2017-07-31,84,65,7,0.00,
2017-08-01,84,65,6,0.00,
2017-08-02,83,61,7,M,
2017-08-03,84,65,15,M,
2017-08-04,71,54,17,M,
2017-08-05,76,51,9,0.00,
2017-08-06,73,61,11,0.00,
2017-08-07,77,63,11,0.00,
2017-08-08,81,53,9,0.00,
2017-08-09,81,55,9,0.00,
2017-08-10,84,58,11,M,
2017-08-11,83,61,10,M,
2017-08-12,79,57,11,M,
2017-08-13,81,56,7,0.00,
2017-08-14,83,60,7,0.00,
2017-08-15,87,64,8,M,
2017-08-16,83,66,14,0.04,
2017-08-17,84,66,18,M,
2017-08-18,84,62,14,0.00,
2017-08-19,88,61,9,0.00,
2017-08-20,90,64,10,0.00,
2017-08-21,88,71,13,0.00,
2017-08-22,80,59,15,M,
2017-08-23,78,54,13,0.00,
2017-08-24,79,53,11,0.00,
2017-08-25,77,53,11,0.00,
2017-08-26,80,55,9,0.00,
2017-08-27,82,55,8,0.00,
2017-08-28,82,60,9,0.80,
2017-08-29,81,58,8,0.00,
2017-08-30,81,60,8,0.00,
2017-08-31,78,58,16,0.00,
2017-09-01,70,56,18,0.00,
2017-09-02,74,46,10,0.00,
2017-09-03,82,55,9,0.00,
2017-09-04,88,56,21,M,
2017-09-05,72,51,16,0.00,
2017-09-06,67,45,15,0.00,
2017-09-07,71,43,13,0.00,
2017-09-08,80,46,10,0.00,
2017-09-09,79,53,11,0.00,
2017-09-10,75,47,9,0.00,
2017-09-11,75,50,13,0.00,
2017-09-12,79,58,17,0.00,
2017-09-13,70,63,8,M,
2017-09-14,80,61,6,M,
2017-09-15,88,57,14,0.00,
2017-09-16,88,60,9,0.00,
2017-09-17,90,65,16,0.00,
2017-09-18,86,68,9,0.56,
2017-09-19,82,66,6,M,
2017-09-20,94,63,16,0.00,
2017-09-21,92,71,9,0.00,
2017-09-22,94,67,9,0.00,
2017-09-23,94,67,9,0.00,
2017-09-24,93,63,9,0.00,
2017-09-25,91,63,9,0.00,
2017-09-26,92,66,15,0.00,
2017-09-27,75,57,14,M,
2017-09-28,74,49,10,0.00,
2017-09-29,79,46,15,0.00,
2017-09-30,73,48,10,0.00,
2017-10-01,77,44,14,0.00,
2017-10-02,84,62,16,0.00,
2017-10-03,78,65,21,M,
2017-10-04,76,67,13,M,
2017-10-05,73,62,9,M,
2017-10-06,72,66,14,M,
2017-10-07,84,57,33,0.19,
2017-10-08,80,51,14,M,
2017-10-09,83,57,9,M,
2017-10-10,79,58,21,M,
2017-10-11,59,55,18,M,
2017-10-12,63,49,10,M,
2017-10-13,79,51,17,0.00,
2017-10-14,86,62,22,0.00,
2017-10-15,74,49,21,0.08,
2017-10-16,65,39,14,0.00,
2017-10-17,70,42,21,0.00,
2017-10-18,73,44,20,0.00,
2017-10-19,80,48,11,0.00,
2017-10-20,81,49,17,0.00,
2017-10-21,78,51,23,0.00,
2017-10-22,72,54,28,M,
2017-10-23,M,M,17,M,
2017-10-24,48,42,22,M,
2017-10-25,M,M,14,0.00,
2017-10-26,66,35,22,0.00,
2017-10-27,50,39,22,0.00,
2017-10-28,40,36,17,M,
2017-10-29,49,30,10,0.00,
2017-10-30,50,31,26,M,
2017-10-31,43,30,23,0.00,
2017-11-01,55,37,16,M,
2017-11-02,66,50,18,M,
2017-11-03,56,43,16,M,
2017-11-04,61,44,16,M,
2017-11-05,72,50,18,M,
2017-11-06,49,39,20,0.00,
2017-11-07,49,41,20,0.00,
2017-11-08,50,33,10,0.00,
2017-11-09,53,28,23,0.00,
2017-11-10,37,21,16,0.00,
2017-11-11,45,25,14,0.00,
2017-11-12,42,37,11,0.03,
2017-11-13,45,33,10,M,
2017-11-14,52,30,20,0.00,
2017-11-15,57,33,21,M,
2017-11-16,36,30,15,M,
2017-11-17,52,30,22,M,
2017-11-18,63,35,30,M,
2017-11-19,36,28,20,0.00,
2017-11-20,52,30,26,0.00,
2017-11-21,52,27,23,0.00,
2017-11-22,37,20,10,0.00,
2017-11-23,50,29,16,0.00,
2017-11-24,60,30,24,0.00,
2017-11-25,58,32,21,0.00,
2017-11-26,55,26,11,0.00,
2017-11-27,65,33,21,0.00,
2017-11-28,67,44,29,0.00,
2017-11-29,53,32,16,0.00,
2017-11-30,54,31,18,M,
2017-12-01,52,28,9,0.00,
2017-12-02,58,30,14,0.00,
2017-12-03,60,30,16,0.00,
2017-12-04,65,50,34,0.08,
2017-12-05,47,27,28,0.00,
2017-12-06,42,26,26,0.00,
2017-12-07,30,15,21,M,
2017-12-08,36,15,18,0.00,
2017-12-09,33,18,25,M,
2017-12-10,42,18,25,0.00,
2017-12-11,53,19,25,0.00,
2017-12-12,34,20,25,0.00,
2017-12-13,45,23,34,M,
2017-12-14,32,20,17,0.00,
2017-12-15,36,18,21,M,
2017-12-16,54,30,22,0.00,
2017-12-17,50,36,17,0.00,
2017-12-18,50,37,21,M,
2017-12-19,50,35,17,0.00,
2017-12-20,M,M,16,0.00,
2017-12-21,49,26,14,M,
2017-12-22,48,36,13,M,
2017-12-23,37,24,17,M,
2017-12-24,25,17,23,M,
2017-12-25,18,8,18,0.00,
2017-12-26,10,-6,16,M,
2017-12-27,5,-10,10,0.00,
2017-12-28,18,2,11,0.00,
2017-12-29,18,13,16,M,
2017-12-30,17,0,23,M,
2017-12-31,2,-5,16,M,
2018-01-01,-4,-15,14,0.00,
2018-01-02,7,-15,15,0.00,
2018-01-03,19,-3,18,0.00,
2018-01-04,13,-10,16,0.00,
2018-01-05,8,-10,13,0.00,
2018-01-06,8,-13,13,0.00,
2018-01-07,34,9,21,0.09,
2018-01-08,34,28,16,M,
2018-01-09,M,M,13,M,
2018-01-10,M,M,26,M,
2018-01-11,59,19,24,M,
2018-01-12,23,15,29,M,
2018-01-13,19,7,23,0.00,
2018-01-14,22,3,20,M,
2018-01-15,27,-1,23,M,
2018-01-16,8,-5,21,M,
2018-01-17,16,-4,20,M,
2018-01-18,30,12,22,0.00,
2018-01-19,38,20,21,0.00,
2018-01-20,41,28,16,0.00,
2018-01-21,52,38,17,M,
2018-01-22,55,37,31,M,
2018-01-23,37,29,22,M,
2018-01-24,30,23,16,0.00,
2018-01-25,47,26,22,0.00,
2018-01-26,52,34,26,0.00,
2018-01-27,51,30,21,0.00,
2018-01-28,50,29,15,M,
2018-01-29,30,17,22,M,
2018-01-30,32,13,24,0.00,
2018-01-31,46,30,26,0.00,
2018-02-01,34,11,23,0.00,
2018-02-02,22,5,15,0.00,
2018-02-03,39,23,28,0.00,
2018-02-04,36,3,25,M,
2018-02-05,20,-8,13,M,
2018-02-06,16,0,13,M,
2018-02-07,21,8,15,M,
2018-02-08,31,2,16,0.00,
2018-02-09,46,28,21,M,
2018-02-10,28,21,18,M,
2018-02-11,25,13,18,M,
2018-02-12,32,10,14,0.00,
2018-02-13,40,18,15,0.00,
2018-02-14,51,31,16,M,
2018-02-15,61,41,20,M,
2018-02-16,39,22,21,M,
2018-02-17,36,22,21,M,
2018-02-18,45,21,20,0.00,
2018-02-19,61,45,33,M,
2018-02-20,65,35,31,M,
2018-02-21,34,31,20,M,
2018-02-22,44,32,22,M,
2018-02-23,46,37,18,M,
2018-02-24,55,37,33,M,
2018-02-25,46,32,37,M,
2018-02-26,53,30,16,0.00,
2018-02-27,62,36,22,0.00,
2018-02-28,54,46,11,M,
2018-03-01,51,32,29,M,
2018-03-02,48,29,11,0.00,
2018-03-03,50,28,14,0.00,
2018-03-04,53,30,18,0.00,
2018-03-05,41,32,24,M,
2018-03-06,45,30,21,M,
2018-03-07,36,27,22,M,
2018-03-08,33,22,17,M,
2018-03-09,42,22,9,0.00,
2018-03-10,46,28,15,0.00,
2018-03-11,41,25,20,0.00,
2018-03-12,46,24,20,M,
2018-03-13,42,21,22,0.00,
2018-03-14,48,17,22,0.00,
2018-03-15,56,27,17,0.00,
2018-03-16,46,25,21,0.15,
2018-03-17,38,30,17,M,
2018-03-18,52,25,9,0.00,
2018-03-19,57,36,28,0.00,
2018-03-20,42,29,23,0.00,
2018-03-21,46,27,18,0.00,
2018-03-22,51,23,10,0.00,
2018-03-23,51,31,16,0.00,
2018-03-24,37,30,28,M,
2018-03-25,40,23,24,0.00,
2018-03-26,51,28,23,M,
2018-03-27,55,40,18,M,
2018-03-28,52,40,15,M,
2018-03-29,49,39,20,M,
2018-03-30,50,33,16,0.01,
2018-03-31,54,35,33,0.01,
2018-04-01,36,24,15,M,
2018-04-02,41,18,17,M,
2018-04-03,66,35,32,M,
2018-04-04,34,27,32,M,
2018-04-05,49,25,16,0.00,
2018-04-06,43,26,23,0.00,
2018-04-07,39,21,16,0.00,
2018-04-08,41,20,9,M,
2018-04-09,40,31,9,M,
2018-04-10,44,28,11,0.00,
2018-04-11,67,33,22,M,
2018-04-12,79,53,29,M,
2018-04-13,72,58,31,M,
2018-04-14,66,50,21,M,
2018-04-15,50,33,24,M,
2018-04-16,34,28,28,M,
2018-04-17,48,30,18,0.00,
2018-04-18,56,32,33,M,
2018-04-19,56,33,20,M,
2018-04-20,63,29,13,0.00,
2018-04-21,64,41,17,0.00,
2018-04-22,68,47,22,0.00,
2018-04-23,63,47,17,0.24,
2018-04-24,62,47,15,M,
2018-04-25,64,42,16,0.00,
2018-04-26,68,37,11,0.00,
2018-04-27,70,42,22,0.00,
2018-04-28,60,36,21,0.00,
2018-04-29,63,31,14,0.00,
2018-04-30,78,35,21,0.00,
2018-05-01,85,50,28,0.00,
2018-05-02,89,63,26,0.00,
2018-05-03,73,63,26,M,
2018-05-04,73,55,25,0.00,
2018-05-05,81,53,14,0.00,
2018-05-06,82,55,23,0.00,
2018-05-07,77,50,15,0.00,
2018-05-08,83,50,14,0.00,
2018-05-09,85,54,52,0.51,
2018-05-10,81,57,11,0.00,
2018-05-11,87,59,23,0.00,
2018-05-12,77,60,17,0.00,
2018-05-13,87,59,15,0.00,
2018-05-14,93,65,25,0.00,
2018-05-15,78,58,18,M,
2018-05-16,83,57,11,M,
2018-05-17,85,62,17,0.00,
2018-05-18,76,65,18,0.00,
2018-05-19,85,64,16,M,
2018-05-20,80,60,18,0.00,
2018-05-21,77,60,16,0.05,
2018-05-22,85,63,16,M,
2018-05-23,85,57,10,0.00,
2018-05-24,88,60,11,0.00,
2018-05-25,92,64,24,M,
2018-05-26,88,68,15,0.03,
2018-05-27,94,68,11,0.00,
2018-05-28,97,68,11,0.00,
2018-05-29,88,71,17,M,
2018-05-30,81,72,11,1.17,
2018-05-31,90,68,18,M,
2018-06-01,89,62,15,0.00,
2018-06-02,85,56,15,M,
2018-06-03,82,57,23,0.00,
2018-06-04,78,54,11,0.00,
2018-06-05,87,56,17,0.00,
2018-06-06,83,54,10,0.00,
2018-06-07,91,66,15,0.29,
2018-06-08,87,68,17,M,
2018-06-09,80,66,13,M,
2018-06-10,79,66,20,M,
2018-06-11,77,66,14,M,
2018-06-12,83,68,15,1.00,
2018-06-13,82,62,15,0.00,
2018-06-14,81,60,10,0.00,
2018-06-15,89,66,9,0.04,
2018-06-16,90,70,13,0.00,
2018-06-17,90,73,13,0.00,
2018-06-18,90,74,13,0.00,
2018-06-19,89,71,22,M,
2018-06-20,85,70,16,M,
2018-06-21,80,65,9,M,
2018-06-22,75,64,11,M,
2018-06-23,73,64,11,M,
2018-06-24,82,61,10,M,
2018-06-25,80,64,18,0.00,
2018-06-26,81,68,13,M,
2018-06-27,83,66,14,M,
2018-06-28,84,65,10,0.00,
2018-06-29,89,68,13,0.00,
2018-06-30,89,73,11,0.00,
2018-07-01,89,72,16,M,
2018-07-02,85,70,8,M,
2018-07-03,88,70,11,0.00,
2018-07-04,90,72,8,M,
2018-07-05,89,71,25,M,
2018-07-06,80,61,17,0.00,
2018-07-07,78,57,11,0.00,
2018-07-08,83,58,8,0.00,
2018-07-09,88,65,8,0.00,
2018-07-10,89,70,14,0.19,
2018-07-11,84,62,10,0.00,
2018-07-12,84,63,8,0.00,
2018-07-13,86,63,9,0.00,
2018-07-14,81,66,15,M,
2018-07-15,82,70,10,M,
2018-07-16,87,72,13,M,
2018-07-17,84,66,10,0.00,
2018-07-18,79,59,11,0.00,
2018-07-19,82,60,14,0.00,
2018-07-20,81,68,22,0.00,
2018-07-21,79,66,23,0.13,
2018-07-22,80,67,18,M,
2018-07-23,81,61,15,0.00,
2018-07-24,84,61,13,M,
2018-07-25,83,60,13,0.00,
2018-07-26,79,59,13,0.00,
2018-07-27,76,56,13,0.00,
2018-07-28,78,56,8,0.00,
2018-07-29,67,59,8,M,
2018-07-30,75,63,10,M,
2018-07-31,75,59,10,M,
2018-08-01,80,57,7,M,
2018-08-02,84,62,14,0.00,
2018-08-03,87,64,8,M,
2018-08-04,87,68,10,0.00,
2018-08-05,89,70,11,0.00,
2018-08-06,88,71,11,0.00,
2018-08-07,78,68,18,M,
2018-08-08,83,65,11,M,
2018-08-09,86,62,9,M,
2018-08-10,87,68,9,0.00,
2018-08-11,85,65,9,M,
2018-08-12,87,62,8,0.00,
2018-08-13,86,64,7,0.00,
2018-08-14,85,60,7,0.00,
2018-08-15,77,70,11,M,
2018-08-16,85,70,8,M,
2018-08-17,82,69,13,M,
2018-08-18,83,65,11,M,
2018-08-19,85,66,7,M,
2018-08-20,84,69,14,M,
2018-08-21,75,65,18,M,
2018-08-22,76,58,14,0.00,
2018-08-23,79,54,9,0.00,
2018-08-24,70,58,18,M,
2018-08-25,87,64,14,M,
2018-08-26,91,74,11,0.00,
2018-08-27,92,72,17,0.00,
2018-08-28,92,73,16,0.00,
2018-08-29,79,65,11,M,
2018-08-30,80,62,11,0.00,
2018-08-31,89,60,13,0.00,
2018-09-01,88,69,14,0.00,
2018-09-02,92,70,15,0.00,
2018-09-03,94,70,13,0.00,
2018-09-04,94,69,14,0.00,
2018-09-05,95,72,13,0.00,
2018-09-06,82,70,17,M,
2018-09-07,72,65,17,M,
2018-09-08,65,60,18,0.58,
2018-09-09,70,57,18,M,
2018-09-10,80,56,10,0.00,
2018-09-11,81,56,8,0.00,
2018-09-12,83,54,8,0.00,
2018-09-13,84,57,7,0.00,
2018-09-14,90,62,8,0.00,
2018-09-15,90,66,13,0.00,
2018-09-16,92,68,13,0.00,
2018-09-17,94,65,8,0.00,
2018-09-18,92,64,13,0.00,
2018-09-19,94,67,13,0.00,
2018-09-20,93,69,20,0.07,
2018-09-21,82,60,18,M,
2018-09-22,68,50,13,0.00,
2018-09-23,79,50,13,0.00,
2018-09-24,76,59,13,M,
2018-09-25,84,64,15,M,
2018-09-26,69,52,16,0.03,
2018-09-27,69,47,11,0.00,
2018-09-28,76,48,21,0.00,
2018-09-29,59,46,11,0.00,
2018-09-30,84,54,15,0.00,
2018-10-01,85,56,17,0.00,
2018-10-02,82,65,11,M,
2018-10-03,89,66,30,0.00,
2018-10-04,78,52,20,M,
2018-10-05,83,54,13,M,
2018-10-06,87,60,25,M,
2018-10-07,85,59,14,M,
2018-10-08,88,64,24,0.00,
2018-10-09,87,69,22,0.00,
2018-10-10,73,52,24,M,
2018-10-11,55,36,24,0.00,
2018-10-12,42,31,11,M,
2018-10-13,51,34,11,M,
2018-10-14,59,42,10,M,
2018-10-15,49,31,20,M,
2018-10-16,58,26,18,0.00,
2018-10-17,54,35,23,0.00,
2018-10-18,59,29,10,0.00,
2018-10-19,57,37,21,M,
2018-10-20,60,25,37,0.00,
2018-10-21,53,22,15,0.00,
2018-10-22,68,34,16,0.00,
2018-10-23,58,35,17,0.00,
2018-10-24,55,33,15,0.00,
2018-10-25,57,38,15,0.00,
2018-10-26,48,44,16,M,
2018-10-27,58,38,13,M,
2018-10-28,60,38,37,0.02,
2018-10-29,62,34,13,0.00,
2018-10-30,75,43,23,0.00,
2018-10-31,65,50,18,M,
2018-11-01,48,42,22,M,
2018-11-02,49,34,8,0.00,
2018-11-03,54,35,15,M,
2018-11-04,54,46,28,M,
